SOC2018Code,SOC2018Title,CIP2020Code,CIP2020Title
25-1071,"Health Specialties Teachers, Postsecondary",26.1005,Molecular Toxicology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1006,Environmental Toxicology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1007,Pharmacology and Toxicology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1099,"Pharmacology and Toxicology, Other."
25-1071,"Health Specialties Teachers, Postsecondary",26.1102,Biostatistics.
25-1071,"Health Specialties Teachers, Postsecondary",26.1309,Epidemiology.
25-1071,"Health Specialties Teachers, Postsecondary",26.1311,Epidemiology and Biostatistics.
25-1071,"Health Specialties Teachers, Postsecondary",30.1101,Gerontology.
25-1071,"Health Specialties Teachers, Postsecondary",30.1901,Nutrition Sciences.
25-1071,"Health Specialties Teachers, Postsecondary",42.2709,Psychopharmacology.
25-1071,"Health Specialties Teachers, Postsecondary",44.0503,Health Policy Analysis.
25-1071,"Health Specialties Teachers, Postsecondary",51.0101,Chiropractic.
25-1071,"Health Specialties Teachers, Postsecondary",51.0201,"Communication Sciences and Disorders, General."
25-1071,"Health Specialties Teachers, Postsecondary",51.0202,Audiology/Audiologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0203,Speech-Language Pathology/Pathologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0299,"Communication Disorders Sciences and Services, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.0401,Dentistry.
25-1071,"Health Specialties Teachers, Postsecondary",51.0501,"Dental Clinical Sciences, General."
25-1071,"Health Specialties Teachers, Postsecondary",51.0502,Advanced General Dentistry.
25-1071,"Health Specialties Teachers, Postsecondary",51.0504,Dental Public Health and Education.
25-1071,"Health Specialties Teachers, Postsecondary",51.0505,Dental Materials.
25-1071,"Health Specialties Teachers, Postsecondary",51.0506,Endodontics/Endodontology.
25-1071,"Health Specialties Teachers, Postsecondary",51.0507,Oral/Maxillofacial Surgery.
25-1071,"Health Specialties Teachers, Postsecondary",51.0508,Orthodontics/Orthodontology.
25-1071,"Health Specialties Teachers, Postsecondary",51.0509,Pediatric Dentistry/Pedodontics.
25-1071,"Health Specialties Teachers, Postsecondary",51.0510,Periodontics/Periodontology.
25-1071,"Health Specialties Teachers, Postsecondary",51.0511,Prosthodontics/Prosthodontology.
25-1071,"Health Specialties Teachers, Postsecondary",51.0512,Digital Dentistry.
25-1071,"Health Specialties Teachers, Postsecondary",51.0513,Geriatric Dentistry.
25-1071,"Health Specialties Teachers, Postsecondary",51.0514,Implantology/Implant Dentistry.
25-1071,"Health Specialties Teachers, Postsecondary",51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.0601,Dental Assisting/Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",51.0602,Dental Hygiene/Hygienist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0603,Dental Laboratory Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0801,Medical/Clinical Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",51.0802,Clinical/Medical Laboratory Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",51.0803,Occupational Therapist Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",51.0805,Pharmacy Technician/Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",51.0901,Cardiovascular Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0902,Electrocardiograph Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0904,Emergency Medical Technology/Technician (EMT Paramedic).
25-1071,"Health Specialties Teachers, Postsecondary",51.0905,Nuclear Medical Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0906,Perfusion Technology/Perfusionist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0907,Medical Radiologic Technology/Science - Radiation Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0908,Respiratory Care Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0909,Surgical Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0911,Radiologic Technology/Science - Radiographer.
25-1071,"Health Specialties Teachers, Postsecondary",51.0912,Physician Assistant.
25-1071,"Health Specialties Teachers, Postsecondary",51.0913,Athletic Training/Trainer.
25-1071,"Health Specialties Teachers, Postsecondary",51.0914,Gene/Genetic Therapy.
25-1071,"Health Specialties Teachers, Postsecondary",51.0915,Cardiopulmonary Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.0916,Radiation Protection/Health Physics Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0917,Polysomnography.
25-1071,"Health Specialties Teachers, Postsecondary",51.0919,Mammography Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0921,Hyperbaric Medicine Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0922,Intraoperative Neuromonitoring Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0923,Orthopedic Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.1001,Blood Bank Technology Specialist.
25-1071,"Health Specialties Teachers, Postsecondary",51.1002,Cytotechnology/Cytotechnologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.1003,Hematology Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.1004,Clinical/Medical Laboratory Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.1005,Clinical Laboratory Science/Medical Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.1006,Ophthalmic Laboratory Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.1007,Histologic Technology/Histotechnologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.1008,Histologic Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.1009,Phlebotomy Technician/Phlebotomist.
25-1071,"Health Specialties Teachers, Postsecondary",51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.
25-1071,"Health Specialties Teachers, Postsecondary",51.1011,Renal/Dialysis Technologist/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.1012,Sterile Processing Technology/Technician.
25-1071,"Health Specialties Teachers, Postsecondary",51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.1405,Tropical Medicine.
25-1071,"Health Specialties Teachers, Postsecondary",51.1501,Substance Abuse/Addiction Counseling.
25-1071,"Health Specialties Teachers, Postsecondary",51.2001,Pharmacy.
25-1071,"Health Specialties Teachers, Postsecondary",51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs.
25-1071,"Health Specialties Teachers, Postsecondary",51.2003,Pharmaceutics and Drug Design.
25-1071,"Health Specialties Teachers, Postsecondary",51.2004,Medicinal and Pharmaceutical Chemistry.
25-1071,"Health Specialties Teachers, Postsecondary",51.2005,Natural Products Chemistry and Pharmacognosy.
25-1071,"Health Specialties Teachers, Postsecondary",51.2006,Clinical and Industrial Drug Development.
25-1071,"Health Specialties Teachers, Postsecondary",51.2007,Pharmacoeconomics/Pharmaceutical Economics.
25-1071,"Health Specialties Teachers, Postsecondary",51.2008,"Clinical, Hospital, and Managed Care Pharmacy."
25-1071,"Health Specialties Teachers, Postsecondary",51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.
25-1071,"Health Specialties Teachers, Postsecondary",51.2010,Pharmaceutical Sciences.
25-1071,"Health Specialties Teachers, Postsecondary",51.2011,Pharmaceutical Marketing and Management.
25-1071,"Health Specialties Teachers, Postsecondary",51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.2201,"Public Health, General."
25-1071,"Health Specialties Teachers, Postsecondary",51.2202,Environmental Health.
25-1071,"Health Specialties Teachers, Postsecondary",51.2205,Health/Medical  Physics.
25-1071,"Health Specialties Teachers, Postsecondary",51.2206,Occupational Health and Industrial Hygiene.
25-1071,"Health Specialties Teachers, Postsecondary",51.2207,Public Health Education and Promotion.
25-1071,"Health Specialties Teachers, Postsecondary",51.2208,Community Health and Preventive Medicine.
25-1071,"Health Specialties Teachers, Postsecondary",51.2209,Maternal and Child Health.
25-1071,"Health Specialties Teachers, Postsecondary",51.2212,Behavioral Aspects of Health.
25-1071,"Health Specialties Teachers, Postsecondary",51.2213,Patient Safety and Healthcare Quality.
25-1071,"Health Specialties Teachers, Postsecondary",51.2214,Public Health Genetics.
25-1071,"Health Specialties Teachers, Postsecondary",51.2299,"Public Health, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.2300,"Rehabilitation and Therapeutic Professions, General."
25-1071,"Health Specialties Teachers, Postsecondary",51.2301,Art Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2302,Dance Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2305,Music Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2306,Occupational Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2307,Orthotist/Prosthetist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2308,Physical Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2309,Therapeutic Recreation/Recreational Therapy.
25-1071,"Health Specialties Teachers, Postsecondary",51.2310,Vocational Rehabilitation Counseling/Counselor.
25-1071,"Health Specialties Teachers, Postsecondary",51.2313,Animal-Assisted Therapy.
25-1071,"Health Specialties Teachers, Postsecondary",51.2314,Rehabilitation Science.
25-1071,"Health Specialties Teachers, Postsecondary",51.2315,Drama Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2316,Horticulture Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2317,Play Therapy/Therapist.
25-1071,"Health Specialties Teachers, Postsecondary",51.2399,"Rehabilitation and Therapeutic Professions, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.3202,Health Professions Education.
25-1071,"Health Specialties Teachers, Postsecondary",51.3501,Massage Therapy/Therapeutic Massage.
25-1071,"Health Specialties Teachers, Postsecondary",51.3502,Asian Bodywork Therapy.
25-1071,"Health Specialties Teachers, Postsecondary",51.3503,Somatic Bodywork.
25-1071,"Health Specialties Teachers, Postsecondary",51.3599,"Somatic Bodywork and Related Therapeutic Services, Other."
25-1071,"Health Specialties Teachers, Postsecondary",51.3603,Hypnotherapy/Hypnotherapist.
25-1071,"Health Specialties Teachers, Postsecondary",61.0101,"Combined Medical Residency/Fellowship Program, General."
25-1071,"Health Specialties Teachers, Postsecondary",61.0102,Diagnostic Radiology/Nuclear Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0107,Family Medicine/Psychiatry Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0109,Internal Medicine/Dermatology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0112,Internal Medicine/Family Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0113,Internal Medicine/Medical Genetics and Genomics Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0114,Internal Medicine/Neurology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0115,Internal Medicine/Pediatrics Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0117,Internal Medicine/Psychiatry Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0118,Medical Genetics and Genomics/Maternal-Fetal Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0119,Pediatrics/Anesthesiology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0124,Psychiatry/Neurology Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0125,Reproductive Endocrinology and Infertility/Medical Genetics and Genomics Combined Specialty Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0199,"Combined Medical Residency/Fellowship Programs, Other."
25-1071,"Health Specialties Teachers, Postsecondary",61.0202,Critical Care Medicine Fellowship Program.
25-1071,"Health Specialties Teachers, Postsecondary",61.0203,Geriatric Medicine Fellowship Program.
