PROVIDERID,NAME,SCHOOLIDENTIFICATIONNUMBER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,MSTREET1,MSTREET2,MCITY,MSTATE,MZIP,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTTITLE,PHONE,PHONEEXTENSION,FAX,WEBSITE,EMAIL,LICENSINGAGENCYID,TYPEID,NONGOVAPPROVAL,CERTAPPROVALEXP,CUSTOMIZED,DISTANCELEARNING,SPEAKSPANISH,OTHERLANGUAGES,LANGUAGES,CAREERASSIST,ONESTOPCAREER,PERSONALASSIST,ACCESSAJBATB,CHILDCARE,ASSISTOBTAININGCHILDCARE,EVENINGCOURSES,ACCESSFORDISABLED,BUSROUTE1,BUSROUTE2,TRNROUTE1,TRNROUTE2,WIBCOMMENT,STATECOMMENT,DTSUBMITTED,STATUSNAME
9023,Mental Health Association in New Jersey - PCS,221549749001,25 South Shore Drive,,Toms River,NJ,8753,Ocean,25 South Shore Drive,,Toms River,NJ,8753,Racheal,O'Dea,Director,8484800918,,7322440498,www.mhanj.org,rodea@mhanj.org,1,5,,10/31/2021 12:00:00 AM,1,2,2,2,,1,1,1,1,2,2,2,1,"""Ocean Ride, Barnegat to Toms River NJ Transit #559""","""Ocean Ride, Forked River  Nj Transit #559""",n/a,n/a,,"""10/31/21 PCS/ETPL renewal expiration - SAZ

1/13/2021 suspended for expired fire, liability - SAZ (2/4/2021 reinstated)

7/17/2020 suspended for non-compliance of 1st/2nd quarter student record reporting - SAZ; 8/13/2020 suspended for non-compliance of PCS annual reporting requirements - SAZ (8/20/2020 reinstated)

1/2/2020 suspended for expired liability - SAZ (1/9/2020 reinstated)

11/4/19 suspended for expired bond - SAZ (11/20/19 reinstated)

10/31/2019 - ETPL Initial Application approval expiration date. SH

9/16/19 no students to report for 3rd quarter - SAZ

6/26/19 no students to report for 2nd quarter - SAZ

4/16/19 suspended for non-compliance of 1st quarter student record reporting - SAZ (5/1/19 no students to report)

1/2/19 suspended for expired fire - SAZ (2/26/19 reinstated)

11/27/18 suspended for expired TPB - SAZ (11/29/18 reinstated)
10/17/18 non-compliance of 3rd quarter reporting - SAZ (11/27/18 no students enrolled yet per provider - SAZ)
7/6/18 no 2nd quarter students to report per provider - SAZ

3/20/18 suspended for expired fire, liability - SAZ (4/16/18 reinstated)""",1/18/2018 2:18:39 PM,Approved
7821,"""St. Francis Center LBICC, Inc. - WIOA Title 2""",222003458000,4700 Long Beach Blvd.,,Long Beach Township,NJ,8008,Ocean,4700 Long Beach Blvd.,,Long Beach Township,NJ,8008,Karen,Gesicki,Director of Education,6094948861,141,6093619653,www.stfranciscenterlbi.com,lhambly@stfrancislbi.org; kgesicki@stfrancislbi.org,39,38,,6/30/2021 12:00:00 AM,2,2,1,2,Spanish,1,1,1,1,1,2,1,1,None Available,,None Available,,,"""8/26/2020 - Per J. Cohen, FY 20/21 approved WIOA Title 2 Lead Agency - SAZ

7/8/19 - Per J. Cohen, FY19/20 Title II lead agency, per J. Cohen - SAZ

6/27/18 FY 19 Title Contract received - SAZ

6/25/18 email address undeliverable - SAZ (6/27/18 reinstated)

08/08/17- ETPL Renewal application Expiration date. Dbailey

9/25/17 approved for FY 17/18 Title II - per J. Cohen - SAZ

Resinstated 11/19/15 - No current TP approval, but provider is approved for Title II grant 2014 - 2015. DBarry. 
Suspended 8/28/15 no current TP approval on file. DBarry.  Suspended on 04/07/16 per notes from DBarry on 08/28/15 but was never suspended in the system.DBAILEY/ Reinstated  on 04/14/16 because they are a Title II program. DBAILEY""",12/20/2004 2:57:16 PM,Approved
307,National Career Institute - East Orange - PCS,208937098,134 Evergreen Place,,East Orange,NJ,7018,Essex,134 Evergreen Place,,East Orange,NJ,7018,George,Blount,President/School Director,9736783901,239,9736783527,www.nciedu.com,gpb@nciedu.com,1,5,Council on Occupational Education,12/31/2021 12:00:00 AM,2,2,1,1,Tagalog (Philipines),1,1,1,1,2,1,1,1,Bus # 94 NJ Transit stop right in front of building,Bus #24 of NJ Transit stops 1 block from the building,Brick Church Train Station down the street,,,"""12/31/21 PCS/ETPL renewal expiration - SAZ

12/31/19- ETPL Renewal Approval Expiration Date. DBailey

6/16/19 suspended for expired liability - SAZ (7/24/19 reinstated)

5/15/19 suspended for expired TPB - SAZ (5/20/19 reinstated)

6/29/18 suspended for expired lease - SAZ (7/11/18 reinstated)
09/26/2017-EPTL Renewal Approval DKELLY.
9/22/17 suspended for expired fire - SAZ (9/25/17 reinstated)
10/27/2016 - ETPL renewal application received.  Student records not updated. Provider already received an approval email on 9/26/2016. SH

6/21/17 suspended for expired liability - SAZ (6/22/17 reinstated)
6/7/2016 suspended for expired tuition bond and liability insurance SHarris Reinstated""",1/1/2002 12:00:00 AM,Approved
792,Workforce Advantage - Union City - PCS,221902265005,3608 Bergenline Avenue,2nd Floor,Union CIty,NJ,7087,Hudson,66 Elmora  Ave.,,Elizabeth,NJ,7202,Julio,Sabater,President,9083552299,,9083522931,www.workforceadvatageusa.com,JSabater@Workforceadvantageusa.com,1,5,,7/31/2021 12:00:00 AM,2,2,1,1,Tagalog (Philipines),1,1,1,1,2,1,1,2,Bus #  84 and 22,,Hudson Bergen Light Rail,,,"""07/31/2021-  ETPL Renewal application approval expiration date. SH

3/2/2020 suspended for expired lease - SAZ (3/11/2020 reinstated)

07/31/2019-ETPL Renewal Approval Expiration Date. JH

6/25/18 email undeliverable - SAZ
11/23/17- ETPL Renewal Approval Expiration Date. DBailey
11/8/17 expired liability - SAZ (reinstated)
9/12/17 PCS approval - SAZ""",5/26/2000 9:18:31 PM,Approved
9196,"""160 Driving Academy - Rock Gate Capital, LLC - Lincroft""",262148548003,765 Newman Springs Rd,,Lincroft,NJ,7738,Monmouth,765 Newman Springs Rd,,Lincroft,NJ,7738,Ashlie,Smothers,Northeast Regional Manager,7577614996,,2016214337,www.160drivingacademy.com,asmothers@160drivingacademy.com,11,18,,12/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,2,1,1,Access to Bus Route 838,,,,,"""12/31/2021 - ETPL Initial Approval Expiration Date. JH

1/6/2021 updated contact information per provider - SAZ""",9/27/2019 11:44:58 AM,Approved
9255,Kinetic Potential,270139340000,Free Public Library of the City of Newark,5 Washington Street,Newark,NJ,7101,Essex,1801 McCormick Drive,Suite 350,Largo,MD,20774,Jim,Smith,CEO,3018838256,,0,www.kpconnect.com,jsmith@kpscholars.com,23,15,,6/30/2021 12:00:00 AM,1,1,1,2,Spanish,1,1,1,1,2,1,1,1,"""13, 27, 28, 30, 76, 78""",,Penn Station - Light Rail,Broad Street Station - Light Rail,,3/2/2022 ETPL initial approval expiration - SAZ,3/2/2020 11:35:33 AM,Approved
9271,Atlantic Cape Community College - Atlantic City,237368159004,1535 Bacharach Blvd,,Atlantic City,NJ,8401,Atlantic,1535 Bacharach Blvd,,Atlantic City,NJ,8401,Carol,Fraone,College Recruiter,6093435009,,6093434921,www.atlantic.edu,cfraone@atlantic.edu,16,3,,,2,1,2,2,,1,1,1,1,2,1,2,1,,,,,,9/9/2022 - ETPL renewal expiration - SAZ,7/24/2020 10:40:44 AM,Approved
9077,Medical Office Technologies Institute - PCS,471240364000,400 38th Street,Suite 304,Union City,NJ,7087,Hudson,400 38th Street,Suite 304,Union City,NJ,7087,Angela,Gonzalez,Director,2017701103,,2017701104,www.asamedicalbilling.com,angela@asamedicalbilling.com,1,5,,12/31/2022 12:00:00 AM,1,2,1,2,,1,1,1,1,2,1,1,1,"""Bergen Line NJ Transit 22, 83, 84 & 154""","""Kenneddy Blvd Buses 88, 125 & 159""",,,,"""12/31/2022 - ETPL Renewal Application Approval Expiration. JH

12/31/2020 - ETPL Initial Approval Expiration Date. JH

10/9/2020 suspended for expired fire, liability, lease - SAZ (11/18/2020 reinstated)

8/25/2020 suspended for expired bond - SAZ (8/28/2020 reinstated)

8/13/2020 suspended for non-compliance of PCS annual reporting requirements - SAZ (8/20/2020 reinstated)

1/16/2020 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/22/2020 reinstated)

10/3/19 suspended for expired fire - SAZ (10/7/19 reinstated)

9/16/19 no students to report for 3rd quarter - SAZ

7/16/19 suspended for non-compliance of 2nd quarter student reporting - SAZ (7/24/19 no students to report - SAZ)

4/16/19 suspended for non-compliance of 1st quarter student record reporting - SAZ (4/24/19 per provider - no students to report - SAZ)

09/10/18 - ETPL submitted w/ PCS; Pending Fire Cert & Liab. JH (reinstated)""",9/13/2018 11:18:58 AM,Approved
423,Hunterdon County Vocational School District,223182369000,Bartles Corner Campus,8 Bartles Corner Rd. - suite 205,Flemington,NJ,8822,Hunterdon,Bartles Corner Campus,8 Bartles Corner Rd. - suite 205,Flemington,NJ,8822,Christina,Shockley,Adult Literacy Programs Coordinator,9087881119,2007,9087881119,http://hcvsd.org/,cshockley@hcvsd.org,18,1,,,1,1,2,2,,2,1,2,1,2,2,1,1,Hunterdon Link Route 19,Hunterdon Link Route 21,,,,"""8/25/22 - ETPL Renewal Approval Expiration Date: AL 

7/13/20 - ETPL Renewal Approval Expiration Date - AL

06/30/2018 - ETPL Renewal Approval Expiration Date (Concurrent w/ enclosed Master Agreement for WIOA). JH

04/07/18- ETPL Renewal Approval Application. DBailey""",1/1/2002 12:00:00 AM,Approved
8604,"""Revolution New Jersey, Inc. - DDD""",20191893200,230 US Highway 206,"""Building #1, Suite 103""",Flanders,NJ,7836,Morris,230 US Highway 206,"""Building #1, Suite 103""",Flanders,NJ,7836,Richard,Hrynoweski,Director,8622444402,,8622444403,www.revolutionnewjerseyinc.com,info@revolutionnewjerseyinc.com; toniarnj@optonline.net; richardrnj@optonline.net,39,14,Division of Developmental Disabilities,,1,2,1,2,,1,1,1,1,2,2,1,1,n/a,,n/a,,,"""10/29/2021 - ETPL Renewal Application Approval Expiration Date. JH

9/11/2020 no students to report for 1st/2nd quarters - SAZ

09/14/2019 - ETPL renewal application approval expiration date. SH

12/5/18 no students to report for 4th quarter - SAZ

6/27/18 no ETPL renewal; COA?  - SAZ
4/28/17 updated address per approval letter - SAZ""",10/11/2012 11:55:08 AM,Approved
9072,CODEIT Institute of Technology (CIT) - APPRENTICESHIP,843465937000,59 Market Street,,Newark,NJ,7102,Essex,59 Market Street,,Newark,NJ,7102,Da'shone,Hughey,Executive Director,8559223648,,9999999999,www.code-it.tech,dashone.hughey@code-it.tech,39,7,RAPIDS #2017-NJ-71676,,1,2,1,2,,1,1,1,1,2,2,2,1,n/a,n/a,n/a,n/a,,,8/17/2018 3:12:25 PM,Approved
288,Lincoln Technical Institute - Mahwah - PCS,222074593005,70 McKee Drive,,Mahwah,NJ,7430,Bergen,70 McKee Drive,,Mahwah,NJ,7430,Robert,Paganini,Executive Director,2015291414,,2015295295,www.lincolntech.com,creyes@lincolntech.edu,1,5,ACCSCT,2/28/2022 12:00:00 AM,2,2,2,2,,1,1,1,1,2,1,1,1,None available,,NJ Transit Mahwah station 15 min. walk,,,"""2/28/2022 PCS/ETPL renewal expiration - SAZ

10/1/2020 suspended for expired liability, fire - SAZ (10/13/2020 reinstated)

2/29/20 PCS/ETPL renewal expiration - SAZ

10/1/19 suspended for expired liability - SAZ (10/9/19 reinstated)

9/5/19 suspended for expired fire - SAZ (9/23/19 reinstated)

08/22/19- ETPL Renewal Expiration Date. DBailey

10/18/18 suspended for expired fire, liability - SAZ (10/25/18 reinstated)
3/1/18 expired COA - SAZ (3/2/18 COA requested) - 4/24/18 updated
10/3/17 suspended for expired fire, liability - SAZ (10/18/17 reinstated)

08-25-2017 EPTL RENEWAL DKELLY

3/7/17 Updated COA - SAZ""",1/1/2002 12:00:00 AM,Approved
8601,Samuel Morris Career Institute of New Jersey - PCS,45316160500,701-703 McCarter Highway - Suite 201,,Newark,NJ,7102,Essex,701-703 McCarter Highway - Suite 201,,Newark,NJ,7102,Rajender,Gundloory,Director,9736488000,,9736488008,www.smcinj.com,h2consulting@yahoo.com,1,5,,8/31/2021 12:00:00 AM,2,2,2,1,Indic/Hindu,1,1,1,1,2,2,1,1,,,,"""NJ Transit, PATH""",,"""8/31/21 PCS/ETPL renewal expiration - SAZ

7/13/2020 no students to report for 2nd quarter - SAZ
4/8/2020 no students to report for 1st quarter - SAZ

3/17/2020 suspended for expired bond - SAZ (3/23/2020 reinstated)

8/31/19 - ETPL Renewal Approval Expiration Date, AL

4/8/19 suspended for expired liability - SAZ (4/9/19 reinstated)

11/18/17- ETPL Renewal Approval Expiration Date. DBailey
9/12/17 expired COA - SAZ (9/25/17 reinstated)
7/7/17 - suspended for non student record compliance- records were due no later than 6/30/17. - SAZ (7/28/17 reinstated - SAZ)
4/20/17 suspended for expired liability - SAZ (4/25/17 reinstated)
5/20/2016 suspended for expired liability insurance SHarris Reinstated""",9/19/2012 2:50:10 PM,Approved
9081,"""Ideal Driving School, Inc. - Elizabeth""",223154920,1114 Elizabeth Avenue,Suite 6,Elizabeth,NJ,7201,Union,2811 Bergenline Avenue,,Union City,NJ,7087,Alissia,Alfaro,Director,2017378078,,2016177810,https://www.idealdriving.com/,ideal2020@aol.com,11,5,,12/31/2021 12:00:00 AM,2,2,1,1,Spanish,1,1,1,1,2,2,1,2,,,,,,"""10/19/2022-ETPL Renewal Approval Expiration DBailey

1/19/2021 suspended for non-compliance of SSN reporting for 4th quarter - SAZ (2/23/2021 reinstated)

09/14/2020- ETPL Initial Application Approval Expiration Date. JH

1/2/2020 COA expired - SAZ (1/16/2020 reinstated)

1/3/19 COA expired - SAZ (1/4/19 COA updated/reinstated)""",9/17/2018 12:02:04 PM,Approved
8990,The Dog Spa Academy - PCS,811722565000,8 Broad Street,,Norwood,NJ,7648,Bergen,8 Broad Street,,Norwood,NJ,7648,Stacey,Herbert,Director,2017677755,,2017677735,www.GoToTheDogSpa.net,DogSpaAcademy@optimum.net,1,5,,4/30/2022 12:00:00 AM,1,1,2,2,,1,1,1,1,2,2,2,2,n/a,,n/a,,,"""4/30/2022 PCS/ETPL renewal approval - SAZ

4/30/2020 - ETPL Initial application approval expiration date. SH

2/28/2020 suspended for expired liability - SAZ (3/4/2020 reinstated)

1/9/2020 no students to report for 4th quarter - SAZ
11/4/19 suspended for expired fire - SAZ (11/18/19 reinstated)

8/27/19 suspended for non-receipt of annual report - SAZ (9/16/19 reinstated)

7/16/19 suspended for non-compliance of 2nd quarter student reporting - SAZ (8/13/19 reinstated)

4/16/19 suspended for non-compliance of 1st quarter student record reporting - SAZ (5/1/19 reinstated)

3/29/18 suspended for expired TPB - SAZ (4/10/19 reinstated)

11/29/18 suspended for expired fire - SAZ (12/4/18 reinstated)

10/10/17 suspended for expired fire - SAZ (11/6/17 reinstated)""",8/22/2017 2:02:36 PM,Approved
8615,American Institute - PVS - Toms River,6118424201,2363 Lakewood Road - 1st Floor,,Toms River,NJ,8755,Ocean,2363 Lakewood Road - 1st Floor,,Toms River,NJ,8755,Timothy,Rodgers,Director,7327192730,,7323670971,www.americaninstitute.edu,trodgers@americaninstitute.edu,1,5,,8/31/2021 12:00:00 AM,2,1,1,2,,1,1,1,2,2,2,1,1,Bus # 559,,n/a,,,"""08/31/2021 - ETPL Renewal Application Approval Expiration Date. SH

08/31/19- ETPL Renewal Approval Expiration Date. DBailey

1/25/19 suspended for expired liability - SAZ (1/28/19 reinstated)

10/18/18 suspended for expired fire - SAZ (10/29/18 reinstated)
1/22/18 suspended for expired liability - SAZ (1/25/18 reinstated)

08/11/2017 驴 ETPL Renewal Application Approval Expiration Date. SH.
9/6/17 COA updated - SAZ
8/11/17 suspended for expired TPB - SAZ (8/18/17 reinstated)
Updated COA on 9/19/16 to 8/31/17 DBarry

suspended due to bond expired  03/12/16.. DBAILEY noted on 03/30/16/ BOND was verified and exp is 03/12/17 will reinstate noted on 04/07/16""",1/3/2013 4:19:30 PM,Approved
8616,New Community Career & Technical Institute - WBigelow - PCS,22254636500,210 West Bigelow Street,,Newark,NJ,7103,Essex,274 South Orange avenue,,Newark,NJ,7103,Richard,Cammarieri,Administrator,9738245604,,9738246545,www.newcommunity.org,rbrutton@newcommunity.org; jzaccheus@newcommunity.org,1,5,,11/30/2021 12:00:00 AM,1,2,1,2,,1,1,1,1,2,1,1,1,NJ Transit #39 from Penn Station,,,NY/NJ Path Train to Newark Penn Station,,"""11/31/21 PCS/ETPL renewal expiration - SAZ

10/19/2020 suspended for expired fire - SAZ (11/17/2020 reinstated)

8/11/2020 suspended for expired bond, liability - SAZ (8/20/2020 reinstated)

11/30/19- ETPL Renewal Approval Expiration Date. DBailey

8/26/19 suspended for non-receipt of annual report - SAZ (9/6/19 received)

8/2/19 suspended for expired liability - SAZ (8/7/19 reinstated)

11/26/18 change of school name - SAZ
8/24/18 suspended for expired fire - SAZ (9/13/18 reinstated)

10/27/2017 - ETPL Renewal Application approval date. SH
7/11/17 suspended for expired fire, TPB - SAZ (8/17/17 reinstated)
09-21-2016 EPTL RENEWAL DKELLY
4/29/2016 Director uploaded multiple student records for all 3 locations with the same FEIN #22254636501.  She was told previously that this was ok.  I advised that she must enter students correctly according to the correct location SHarris

3/7/17 updated COA - SAZ
Reinstated 1/7/16 with new certificate. DBarry. 
No current certificate of approval on file. Suspended 7/24/15. DBarry.""",1/7/2013 3:11:38 PM,Approved
8121,Sussex County Community College - Certificate Programs,222379629001,One College Hill Road,,Newton,NJ,7860,Sussex,One College Hill Road,,Newton,NJ,7860,Mercedes,Aguirre Batty,Vice President of Academic Affrs,9733002131,,9733002277,www.sussex.edu,maguirrebatty@sussex.edu,16,3,,,1,2,2,2,,1,1,1,1,2,1,1,1,Route # 101- Sussex County Transit,,,,,"""08/6/2021 - ETPL renewal application approval expiration date. AL

10/31/2019 - ETPL renewal application approval expiration date. SH

08/05/2019 - ETPL Renewal application received and denied.  Programs are listed incorrectly. SH

7/3/19 no students to report for 2nd quarter - SAZ

11/23/2017 - ETPL Renewal Application Approval expiration date. SH
9/12/17 COA expired - SAZ
This Provider offers training in Adult Literacy and Remedial Education under a Grant for Title II Adult/Remedial Education FY2014/15""",9/4/2007 9:25:20 AM,Approved
9141,American Institute of Professional Studies - Newark - PCS,460657148001,24 Commerce Street,Suite 302,Newark,NJ,7102,Essex,24 Commerce Street,Suite 302,Newark,NJ,7102,Roshan,Bhattarai,Director,2124330127,,8622401284,www.aipstudies.com,roshan@aipstudies.com,1,5,,11/30/2022 12:00:00 AM,2,2,1,1,"""French, Indic/Hindu, Spanish, Tagalog (Philipines)""",1,1,1,1,2,1,1,1,,,,,,"""11/30/2022 PCS/ETPL renewal expiration -  JH

11/30/20 ETPL/PCS approval expiration - SAZ

4/22/19 suspended for expired fire, TPB - SAZ (reinstated. SH)""",4/12/2019 1:27:43 PM,Approved
9192,Hudson Community Enterprises - DVRS,221629147001,780 Montgomery Street,,Jersey City,NJ,7306,Hudson,68-70 Tuers Avenue,,Jersey City,NJ,7306,Christine,Remler,"""VP, Vocational Services""",2014343303,200,2014343463,www.hce.works,cremler@hce.works,17,14,,,2,2,1,2,,1,1,1,1,2,2,2,1,"""Boulevard bus #87, 82, 83, 84 and 85""",,PATH station is 3 blocks from facility.  PATH trains go to Hoboken and Newark.,,,DVRS approved - SAZ,9/12/2019 9:18:00 AM,Approved
440,Passaic County Vocational School-Adult Division,221730743000,197 Hamburg Turnpike,,Wayne,NJ,7470,Passaic,197 Hamburg Turnpike,,Wayne,NJ,7470,Mr. John,DePalma,Director of Adult & Continuing Education,9733894100,,9733892044,www.pcti.tec.nj.us,jdepalma@pcti.tec.nj.us,18,2,,,2,2,2,2,,2,1,2,2,2,2,1,1,None Available,,None Available,,,"""10/27/2022 - ETPL Renewal Application Approval Expiration. JH 
07/25/2020 - ETPL Renewal Application Approval Expiration Date. SH

12/13/17-ETPL Renewal Approval Expiration Date. DBailey

Partner Title II Grant FY 2016/17""",1/1/2002 12:00:00 AM,Approved
8421,Param Institute of Education - PCS,261417771000,200 Middlesex Essex Turnpike,Suite 105,Iselin,NJ,8830,Middlesex,200 Middlesex Essex Turnpike,Suite 105,Iselin,NJ,8830,Jiteshkumar,Bhatt,Director,7322835656,5108,7324040422,www.paramedu.com,jbhatt@pcsionweb.com,1,5,,7/31/2021 12:00:00 AM,2,2,2,1,Indic/Hindu,1,1,1,2,2,2,1,1,None Available,,Metropark Train Station 10 minutes walking distance,,,"""7/31/21 PCS/ETPL renewal expiration - SAZ

1/2/2020 suspended for expired lease - SAZ (1/9/2020 reinstated)

07/31/2019 - ETPL Renewal application approval expiration date. (Couldn't send approval email, outlook is not responding). SH

1/2/19 suspended for expired lease - SAZ (1/15/19 reinstated)

7/17/18 suspended for expired fire - SAZ (8/2/18 reinstated)

12/20/2017 - ETPL Renewal Approval Expiration Date. DBarry
9/25/17 COA updated - SAZ
11/29/16 - Provider asserted no enrollments for 13 programs seeking renewal in 2016. Additional note in each program page. DBarry. 

7/17/17 suspended for expired fire, liability - SAZ""",11/10/2010 1:49:34 PM,Approved
9107,Ocean County College - WIOA YOUTH,221757756001,1 College Drive,PO Box 2001,Toms River,NJ,8754,Ocean,PO Box 2001,,Toms River,NJ,8754,Kaitlin,Everett,"""Director, Continuing and Professional Education""",7322550400,2816,7328643855,www.ocean.edu,keverett@ocean.edu,220,6,WIOA YOUTH,9/30/2021 12:00:00 AM,2,1,2,2,,1,1,1,1,2,1,2,1,"""NJ Transit #67, Toms River/Lakewood/Newark""",,,,,"""9/30/2021 WIOA Youth contract expiration - SAZ

9/30/2020 - WIOA Youth Contract expiration - SAZ

9/30/19 WIOA Youth contract expiration - SAZ""",1/30/2019 3:52:38 PM,Approved
